no,yes,actual,is_pos,tp,fp,sensitivity,fpr,specificity,precision,seed,groups,train_frac,test_group
0.934,0.066,no,FALSE,7,14,1,0.9333333333333333,0.06666666666666665,0.3333333333333333,139,exp_id_number,0.65,p40_1
0.944,0.056,no,FALSE,7,15,1,1,0,0.3181818181818182,139,exp_id_number,0.65,p40_1
0.035,0.965,yes,TRUE,1,0,0.09090909090909091,0,1,1,139,exp_id_number,0.65,p40_2
0.048,0.952,yes,TRUE,2,0,0.18181818181818182,0,1,1,139,exp_id_number,0.65,p40_2
0.204,0.796,yes,TRUE,3,0,0.2727272727272727,0,1,1,139,exp_id_number,0.65,p40_2
0.303,0.697,yes,TRUE,4,0,0.36363636363636365,0,1,1,139,exp_id_number,0.65,p40_2
0.319,0.681,yes,TRUE,5,0,0.45454545454545453,0,1,1,139,exp_id_number,0.65,p40_2
0.432,0.568,yes,TRUE,6,0,0.5454545454545454,0,1,1,139,exp_id_number,0.65,p40_2
0.443,0.557,no,FALSE,6,1,0.5454545454545454,0.09090909090909091,0.9090909090909091,0.8571428571428571,139,exp_id_number,0.65,p40_2
0.451,0.549,yes,TRUE,7,1,0.6363636363636364,0.09090909090909091,0.9090909090909091,0.875,139,exp_id_number,0.65,p40_2
0.652,0.348,yes,TRUE,8,1,0.7272727272727273,0.09090909090909091,0.9090909090909091,0.8888888888888888,139,exp_id_number,0.65,p40_2
0.664,0.336,yes,TRUE,9,1,0.8181818181818182,0.09090909090909091,0.9090909090909091,0.9,139,exp_id_number,0.65,p40_2
0.71,0.29,no,FALSE,9,2,0.8181818181818182,0.18181818181818182,0.8181818181818181,0.8181818181818182,139,exp_id_number,0.65,p40_2
0.742,0.258,yes,TRUE,10,2,0.9090909090909091,0.18181818181818182,0.8181818181818181,0.8333333333333334,139,exp_id_number,0.65,p40_2
0.748,0.252,yes,TRUE,11,2,1,0.18181818181818182,0.8181818181818181,0.8461538461538461,139,exp_id_number,0.65,p40_2
0.79,0.21,no,FALSE,11,3,1,0.2727272727272727,0.7272727272727273,0.7857142857142857,139,exp_id_number,0.65,p40_2
0.818,0.182,no,FALSE,11,4,1,0.36363636363636365,0.6363636363636364,0.7333333333333333,139,exp_id_number,0.65,p40_2
0.838,0.162,no,FALSE,11,5,1,0.45454545454545453,0.5454545454545454,0.6875,139,exp_id_number,0.65,p40_2
0.841,0.159,no,FALSE,11,6,1,0.5454545454545454,0.4545454545454546,0.6470588235294118,139,exp_id_number,0.65,p40_2
0.841,0.159,no,FALSE,11,7,1,0.6363636363636364,0.36363636363636365,0.6111111111111112,139,exp_id_number,0.65,p40_2
0.898,0.102,no,FALSE,11,8,1,0.7272727272727273,0.2727272727272727,0.5789473684210527,139,exp_id_number,0.65,p40_2
0.904,0.096,no,FALSE,11,9,1,0.8181818181818182,0.18181818181818177,0.55,139,exp_id_number,0.65,p40_2
0.928,0.072,no,FALSE,11,10,1,0.9090909090909091,0.09090909090909094,0.5238095238095238,139,exp_id_number,0.65,p40_2
0.941,0.059,no,FALSE,11,11,1,1,0,0.5,139,exp_id_number,0.65,p40_2
0.103,0.897,yes,TRUE,1,0,0.16666666666666666,0,1,1,139,exp_id_number,0.65,p40_3
0.127,0.873,yes,TRUE,2,0,0.3333333333333333,0,1,1,139,exp_id_number,0.65,p40_3
0.132,0.868,yes,TRUE,3,0,0.5,0,1,1,139,exp_id_number,0.65,p40_3
0.133,0.867,yes,TRUE,4,0,0.6666666666666666,0,1,1,139,exp_id_number,0.65,p40_3
0.194,0.806,yes,TRUE,5,0,0.8333333333333334,0,1,1,139,exp_id_number,0.65,p40_3
0.573,0.427,no,FALSE,5,1,0.8333333333333334,0.0625,0.9375,0.8333333333333334,139,exp_id_number,0.65,p40_3
0.641,0.359,yes,TRUE,6,1,1,0.0625,0.9375,0.8571428571428571,139,exp_id_number,0.65,p40_3
0.719,0.281,no,FALSE,6,2,1,0.125,0.875,0.75,139,exp_id_number,0.65,p40_3
0.731,0.269,no,FALSE,6,3,1,0.1875,0.8125,0.6666666666666666,139,exp_id_number,0.65,p40_3
0.743,0.257,no,FALSE,6,4,1,0.25,0.75,0.6,139,exp_id_number,0.65,p40_3
0.795,0.205,no,FALSE,6,5,1,0.3125,0.6875,0.5454545454545454,139,exp_id_number,0.65,p40_3
0.801,0.199,no,FALSE,6,6,1,0.375,0.625,0.5,139,exp_id_number,0.65,p40_3
0.838,0.162,no,FALSE,6,7,1,0.4375,0.5625,0.46153846153846156,139,exp_id_number,0.65,p40_3
0.842,0.158,no,FALSE,6,8,1,0.5,0.5,0.42857142857142855,139,exp_id_number,0.65,p40_3
0.864,0.136,no,FALSE,6,9,1,0.5625,0.4375,0.4,139,exp_id_number,0.65,p40_3
0.872,0.128,no,FALSE,6,10,1,0.625,0.375,0.375,139,exp_id_number,0.65,p40_3
0.88,0.12,no,FALSE,6,11,1,0.6875,0.3125,0.35294117647058826,139,exp_id_number,0.65,p40_3
0.881,0.119,no,FALSE,6,12,1,0.75,0.25,0.3333333333333333,139,exp_id_number,0.65,p40_3
0.889,0.111,no,FALSE,6,13,1,0.8125,0.1875,0.3157894736842105,139,exp_id_number,0.65,p40_3
0.893,0.107,no,FALSE,6,14,1,0.875,0.125,0.3,139,exp_id_number,0.65,p40_3
0.9,0.1,no,FALSE,6,15,1,0.9375,0.0625,0.2857142857142857,139,exp_id_number,0.65,p40_3
0.911,0.089,no,FALSE,6,16,1,1,0,0.2727272727272727,139,exp_id_number,0.65,p40_3
0.085,0.915,yes,TRUE,1,0,0.16666666666666666,0,1,1,140,exp_id_number,0.65,fmt_1
0.198,0.802,yes,TRUE,2,0,0.3333333333333333,0,1,1,140,exp_id_number,0.65,fmt_1
0.206,0.794,yes,TRUE,3,0,0.5,0,1,1,140,exp_id_number,0.65,fmt_1
0.21,0.79,yes,TRUE,4,0,0.6666666666666666,0,1,1,140,exp_id_number,0.65,fmt_1
0.284,0.716,yes,TRUE,5,0,0.8333333333333334,0,1,1,140,exp_id_number,0.65,fmt_1
0.324,0.676,yes,TRUE,6,0,1,0,1,1,140,exp_id_number,0.65,fmt_1
0.706,0.294,no,FALSE,6,1,1,0.0625,0.9375,0.8571428571428571,140,exp_id_number,0.65,fmt_1
0.729,0.271,no,FALSE,6,2,1,0.125,0.875,0.75,140,exp_id_number,0.65,fmt_1
0.774,0.226,no,FALSE,6,3,1,0.1875,0.8125,0.6666666666666666,140,exp_id_number,0.65,fmt_1
0.786,0.214,no,FALSE,6,4,1,0.25,0.75,0.6,140,exp_id_number,0.65,fmt_1
0.813,0.187,no,FALSE,6,5,1,0.3125,0.6875,0.5454545454545454,140,exp_id_number,0.65,fmt_1
0.814,0.186,no,FALSE,6,6,1,0.375,0.625,0.5,140,exp_id_number,0.65,fmt_1
0.818,0.182,no,FALSE,6,7,1,0.4375,0.5625,0.46153846153846156,140,exp_id_number,0.65,fmt_1
0.838,0.162,no,FALSE,6,8,1,0.5,0.5,0.42857142857142855,140,exp_id_number,0.65,fmt_1
0.84,0.16,no,FALSE,6,9,1,0.5625,0.4375,0.4,140,exp_id_number,0.65,fmt_1
0.842,0.158,no,FALSE,6,10,1,0.625,0.375,0.375,140,exp_id_number,0.65,fmt_1
0.847,0.153,no,FALSE,6,11,1,0.6875,0.3125,0.35294117647058826,140,exp_id_number,0.65,fmt_1
0.872,0.128,no,FALSE,6,12,1,0.75,0.25,0.3333333333333333,140,exp_id_number,0.65,fmt_1
0.896,0.104,no,FALSE,6,13,1,0.8125,0.1875,0.3157894736842105,140,exp_id_number,0.65,fmt_1
0.901,0.099,no,FALSE,6,14,1,0.875,0.125,0.3,140,exp_id_number,0.65,fmt_1
0.902,0.098,no,FALSE,6,15,1,0.9375,0.0625,0.2857142857142857,140,exp_id_number,0.65,fmt_1
0.916,0.084,no,FALSE,6,16,1,1,0,0.2727272727272727,140,exp_id_number,0.65,fmt_1
0.064,0.936,yes,TRUE,1,0,0.3333333333333333,0,1,1,140,exp_id_number,0.65,fmt_2
0.069,0.931,yes,TRUE,2,0,0.6666666666666666,0,1,1,140,exp_id_number,0.65,fmt_2
0.131,0.869,yes,TRUE,3,0,1,0,1,1,140,exp_id_number,0.65,fmt_2
0.283,0.717,no,FALSE,3,1,1,0.05263157894736842,0.9473684210526316,0.75,140,exp_id_number,0.65,fmt_2
